tw271306350183723008	Beat Feuz hat drei Probleme: Das entzündete linke Knie zwingt den Berner Allrounder Beat Feuz, auf die alpine Sk... http://t.co/ThyxcXwy
tw270650465056866304	Kent Walker writes in @wired about how trolls abuse our patent system to hurt innovation &amp; consumers http://t.co/BWSGSgVu
tw272000277761097731	One Bespoke Bike. One Auction. One Great Cause. Get bidding &amp; help @theCyclr @beattiefdation make a difference:http://t.co/jmhQ650i  RT
tw271223095505862656	RT @FlohEinstein: BGer: Schweizer Verwertungsgesellschaften haben zu Unrecht Gebühren erhoben, müssen zurückerstatten http://t.co/1xxMQ2 ...
tw272402347664240640	Tina Maze Halbzeit-Leaderin in Aspen:  http://t.co/YkRcDlab
tw271174024644673536	China's Google, Baidu, Raises $1.5B In Bond Sale To Pay Down Debt And Fund M&amp;A http://t.co/OyMBFs9E
tw271036768504123392	Chris Sacca Brings On His First Partner At Lowercase Capital: CAA's Matt Mazzeo http://t.co/5PnjyIl8 by @anthonyha
tw271565104435318784	Nook HD, Nook HD+ Go On Sale In The U.K.: Starting At £159 For 7" Slate And £229 For 9" Tablet http://t.co/vLScyqJm by @riptari
tw271533570605084672	Nice: if you really love bold type and bold statements, you'll probably love Boldomatic (free iPhone app) - https://t.co/0Tcg1rEr
tw272003485250252800	EU-Haushaltsgipfel abgebrochen:  http://t.co/ANbjaUpl
tw271496445771804672	Strafgerichtshof verlangt Festnahme von Führern:  http://t.co/Ir8AD0vh
tw270860582155067392	Adoboli in erstem Anklagepunkt schuldig gesprochen:  http://t.co/fDLh8Ufe
tw271263301311279106	LoveThis Comes Out Of Beta With A Recommendations App Aimed At Non-Geeks http://t.co/QkC0Tiuv by @mikebutcher
tw271086090235019264	John McAfee: The Government Wants to Kill Me http://t.co/Yn6tqwdP #McAfee
tw271433102511984640	Writers hard at work for ‘National Novel Writing Month’ http://t.co/yWI8J0EI
tw272007470069731328	Want to buy your beloved geek an Apple relic? Try eBay. http://t.co/rOTspHCp
tw270972566561230849	Notorious Manhattan Madam Case Ends With a Whimper #AnnaGristina #ManhattanMadam http://t.co/o0ybNnUd
tw271974211210313728	Cantor Fitzgerald Sanctioned for Allowing Customer Funds to Become Under-Segregated #CantorFitzgerald #CFTC http://t.co/DPM07lzV
tw270993002401517570	Use Recipe View in Search to cook up ideas for your Thanksgiving menu http://t.co/Zs7dppRN #googlesearch
tw271358912878501888	More specifically, in terms of Web design techniques, UX and CSS/JS.
tw270576950769250304	The Quiet Beauty Of London’s Olympic Arenas, Before The Medals And The Masses http://t.co/LIoKYA6o
tw270630927003185153	Color Labs And Bill Nguyen Sued By Ex-Employee Alleging Retaliation, Emotional Distress http://t.co/uoTg9aNP by @loyalelectron
tw270625588610482176	Exclusive: Internal Videos Show Why Microsoft Kin Cratered http://t.co/gf4JfDBQ by @mat
tw271624049971568640	Erbitterte Selbstzerfleischung von Frankreichs Konservativen: Der Streit um den Parteivorsitz der französischen ... http://t.co/IJUr5EjM
tw270974323588739072	Das Gericht im Berner Oberland: Die Thuner Spieler beantworten die Vertrauensfrage des Trainers negativ und prov... http://t.co/ff3oqgsX
tw271332604328935424	Das NZZ-Gebäude ohne Strom: Ein technischer Defekt hat zu einem Stromausfall im gesamten Gebäude der NZZ an der ... http://t.co/pOGpzt06
tw270662827637895168	Peek Inside the ‘True Cars’ Behind Nokia’s 3-D Mapping: http://t.co/HPi1CXSe by @alexandra_chang
tw270972565495902208	City of London Police Issues Warning To Would-Be Rogue Traders #KwekuAdoboli #ubs #investmentbanking http://t.co/lXNnnr7l
tw272118237179813888	Was ist das: eine freie Gesellschaft?: Freiheit wird meist an erster Stelle genannt, wenn es darum geht, die Pri... http://t.co/pMZ847gq
tw272338514706849792	RT @e_kaspersky: Definition Of #Cyberwar In Flux, Threat Of Cyber Weapons Underestimated http://t.co/LcwTEy90 by @SecurityWeek
tw271440415490723841	Is Apple selling stuff on eBay? http://t.co/J2KPLqiN
tw271589038962647040	Moskau in Sorge wegen Stabilität im Nahen Osten:  http://t.co/oC5qzyvt
tw272027500585046017	Das Kreuz mit der Gastfreundlichkeit:  http://t.co/xPKqthL7
tw271251764420956161	Enter to win WIRED Insider &amp; @AloftHotels picks for hot jet-set tech + a 2-night stay at Aloft: http://t.co/dNZkFQ49 #styleatasteal
tw272414559619399680	#Recap - Durex ‘water balloon’ bounces back http://t.co/VNJBqabi
tw270577330257281024	Study Shows How To Build Gamer Loyalty Through Guilds And Customization http://t.co/Eh4yWzF4 by @johnbiggs
tw272240984165855233	Dallas Star Larry Hagman Dies #LarryHagman #JREwing #Dallas #Television #entertainment http://t.co/HkVBMh2t
tw270993233578954752	Der Präsident behält die Herrschaft: Im FC Zürich klärt sich ein lange schwelender Konflikt. Der Vizepräsident G... http://t.co/HxuqykQX
tw271342548797251584	Infographic: The anatomy of a Turducken http://t.co/9FrTczWV
tw271846230110384128	«Neuenburger sind Meister darin, sich schlechtzumachen»: Am 23. September haben die Neuenburger eine Schnellbahn... http://t.co/RQvfZAGr
tw271001936008974337	«Die Credit Suisse ist weiter als die Konkurrenz»:  http://t.co/Hr9FKOvI
tw271038029190279168	RT @EdwardTufte: @z4ns4tsu @taosecurity Your issue is not with me, but with Jakob Nielsen's detailed assessment of Win8 http://t.co/wkTFYhQq
tw270947909250465794	Nissan Pathfinder 2013 review: 4 cameras, 360-degree coverage, no-crunch parking http://t.co/DzmMFxJb
tw270577472117022720	New Security Advisory Council Battles Bots On Behalf of Online Advertising Industry http://t.co/zqkjVZca
tw270877864843436032	Hands On With Nokia's Here Maps For iOS: Good Stop-Gap Until Native Google Maps [Video] http://t.co/dCOxlUOu by @drizzled
tw271022484399218689	Kaspersky Lab: While Connections Exist Between Cyber Weapons, Many Secrets Remain http://t.co/FWcJRkKE
tw272074420070264833	PayPal Thanksgiving Mobile Payments Volume Up 173 Percent; eBay Mobile Transactions Up 133 Percent  http://t.co/IuvYTVbb by @leenarao
tw271334864291262464	Black Friday camping essentials http://t.co/QhGvQzlx Missing anything?
tw271568299240853505	Hybride Prozessorarchitekturen: «Tödi» dank Luganerseewasser fast Weltspitze http://t.co/vR7iRN89
tw271152733581635584	Tip royal followers: try not to have passwords exposed in the background of photos of you doing normal peasant stuff: http://t.co/YXjeBKVn
tw271978357674094593	Kampf gegen Zensoren: Reporter ohne Grenzen sammelt zensierte Berichte auf der neuen Website wefightcensorship.o... http://t.co/hRywiUm2
tw271839184220729344	Merkel zweifelt an einer Einigung: Die Staats- und Regierungschefs der EU haben ihre Beratungen über den nächste... http://t.co/san98UMk
tw270613666607550464	Apres TC, le deluge—or is it? One startup's tale of the day after they got TechCrunched. http://t.co/h8Pbyvhy
tw270738363148038144	Radical.FM Wants To Go After Spotify With An Ad-Free, Listener-Supported Streamed Music Service http://t.co/9EeLDCj0 by @ingridlunden
tw272208944921980929	Vorsorgen für die Zeit nach dem Rohstoffboom: Aserbeidschan muss sich aus seiner Abhängigkeit vom Rohstoffsektor... http://t.co/N3mpPF71
tw271183023381286912	RT @renatomitra: Twitter Clients sterben aus... Jetzt hat es Tweetlanes und Boid erwischt. http://t.co/oFrMxJJR
tw271261946114871296	RT @miekeschh: Da freut sich das Webdesignerherz! RT @dennishorn: 17 uralte Websites, die noch immer online sind http://t.co/mzPY1Yue
tw271361015562788864	Ein Flickenteppich mit Löchern: Wegen Differenzen untereinander und mit dem IMF haben die Euro-Finanzminister no... http://t.co/Gh2LRF7S
tw271601192650559488	Open Data an der Zapfsäule: Warum es in der Schweiz wohl vorerst keine Datenbank für Benzinpreise geben wird: http://t.co/Eouh1dyA
tw270902778778492928	Übernahme brockt HP Milliarden-Abschreibung ein: Der US-Technologiekonzern Hewlett Packard muss im abgelaufenen ... http://t.co/pG9witoz
tw270906061354065921	Ehem. UBS-Mitarbeiter Kweku Adoboli erhält 7 Jahren Haft. Vom Vorwurf der Bilanzfälschung wurde er dagegen entlastet. http://t.co/KHm2914E
tw270575964893872128	Do we still do blogrolls? Probably not. But let's add the @wsj Accelerators startup blog: http://t.co/6OjawVPy
tw271614731054374914	Hours After Google Begins Referring Nexus 4 Shoppers To T-Mobile, T-Mobile Is Sold Out http://t.co/x3RCwFJJ by @drizzled
tw271243494616621056	A great and detailed article on code smells in CSS by @csswizardry: http://t.co/cZiMRK3H - Worth reading.
tw270623093796511744	An iPad Lover’s Take On The Surface With Windows RT http://t.co/IbmQxEy1 by @parislemon
tw271986513426927616	Limited edition wood-carved Lego: http://t.co/fCtODGWe
tw271991074669604864	Rochdale Trading Co-Heads Leave to Join Rival Brokerage #rochdalesecurities #investmentbanking http://t.co/DXIVqrXi
tw270618834371760129	Windows 8 sales are 'slow going,' says Newegg http://t.co/YmkboSTI
tw272366239928688640	Blockade des Gazastreifens gelockert: Israel hat nach Angaben von Bewohnern des Gazastreifens die Blockade des A... http://t.co/CqvxZVUA
tw270902004358979584	Übernahme brockt Hewlett Packard Milliarden-Abschreibung ein: Der US-Technologiekonzern Hewlett Packard muss im ... http://t.co/pG9witoz
tw271585295735066625	Is it time to ban autonomous killer robots before it's too late? http://t.co/jHceqjlV
tw271961728022102016	Recent Top Stories: Deep Inside the James Bond Villain Lair That Actually Exists http://t.co/WAemEhCz
tw271708074631389184	The Electree+, A Solar-Powered, Induction Charging Bonsai Tree Hits Kickstarter http://t.co/EVtB5I4Y by @drizzled
tw271633808292474882	Hurricane Sandy damaged Verizon's network, but clever technology saved the day http://t.co/hIxUcwTT
tw270972990756364288	Btw, I don't think Apple is doomed. Just won't unseat Google from 1st place with Larry P in charge. http://t.co/hsIAekAw
tw271117100431585280	Die syrischen Rebellen melden Erfolge: Die Regierungstruppen sind im Norden Syriens und in Damaskus offenbar in ... http://t.co/dOkblyaa
tw272052119182401537	Gift Guide: Sifteo Interactive Gaming Cubes  http://t.co/LOPrvw7E by @drizzled
tw271946526408994816	Recent Top Stories: Give Thanks? Science Supersized Your Turkey Dinner http://t.co/SOEH04az
tw270677140570247168	Twitter Ditches "Casual Friday", Lets Employees Do #FridayForGood Community Service http://t.co/gOrB0mxk by @thatdrew
tw270982823282872321	Foursquare Adds "Recently Opened" Section To Its iOS App To Promote New Businesses http://t.co/D30Fuz8p by @thatdrew
tw272042546673373184	RT @north_quad: Beware banks that "want to be a partner." Wake-up call for #entrepreneurs MT @Inc: Lessons in modern lending http://t.co ...
tw271583203943399424	Glacés nicht zum halben Preis verkaufen: Für einige Stunden sind am Mittwochabend bei der NZZ die Lichter ausgeg... http://t.co/jeaG8iGy
tw272285365258301441	Riou kollidiert mit Metallboje: Der Franzose Vincent Riou, zusammen mit dem Schweizer Bernard Stamm Mitglied der... http://t.co/HiKuGcVw
tw272209725502926848	Die Ruhe nach dem Krieg: Die Bewohner des israelischen Ortes Netiv Haasara haben während der israelisch-palästin... http://t.co/jvEnJ05r
tw270947500322590720	Watch A Wind-Powered Child's Toy Evolve Into A Low-Cost Minefield Clearing Machine http://t.co/CQfj1zCp by @drizzled
tw271448075283877890	5 Tips For Authentic Creative Expression http://t.co/7RUihyTI
tw272208945890865152	Rehabilitation für Zürich: Die ländlich angehauchte Rehabilitation wird urban. Gingen die Patienten früher in di... http://t.co/gwlYmfaM
tw272001234372800512	RT @charlesarthur: Linkage: Fake Apple invoices lead to Blackhole exploit kit that drains your bank account &gt;&gt; Naked Security http ...
tw270968507099926529	We have the smartest readers in the game, so we asked YOU to name your favorite scit-fi/fantasy movie adaptations: http://t.co/wu3ZGMgs
tw271984776192327681	Liechtenstein und Österreich einigen sich:  http://t.co/8PYMx624
tw270891990927958018	Ein Weihnachtsmann namens al-Khelaïfi: Was bringt einen Krösus aus dem Morgenland dazu, den mediokren Fussballkl... http://t.co/EWJxw7Ot
tw271279958586957825	AT&amp;T Reportedly Extending FaceTime Over Cellular To Some Users On Grandfathered Unlimited Data Plans http://t.co/Zw20FDOU by @drizzled
tw271362495350980608	Whatever the future will bring to the Web, I sincerely hope to see more focus on type, performance, accessibility and content quality.
tw272369199492505600	#Recap - Vending machine that dispenses random second-hand books http://t.co/1SDDr3EL
tw271652314744487936	On the plus side...“@newscientist: #Climate change has a silver lining: supersized sweet potatoes http://t.co/zHMYIbL3”
tw272063354389016576	Quit Clipping. #1 Coupon Site RetailMeNot Launches Facebook App With Personalized Deals From Your ... http://t.co/fu4ZtzB0 by @joshconstine
tw271007737364754433	Just recorded a podcast with @dankaps from @SCMagazine on scams being run through social media. Will share once it's live.
tw271192464679903235	Go Go Content: Amazon's LoveFilm Adds 2,000 Children's Shows, Including Inspector Gadget, In New D... http://t.co/3scXv5Hn by @ingridlunden
tw271264323484139520	Kaspersky Lab: While Connections Exist Between Cyber Weapons, Many Secrets Remain http://t.co/FWcJRkKE #malware
tw272081940671242240	Diet Robot, Autom, Now Available On IndieGogo, Will Ship In Six Months http://t.co/55QZfxbH by @johnbiggs
tw271923363402895360	You know how outsourcing software development to cheap markets looks so awesome on PowerPoint slides? Not for long: http://t.co/nJcZyXIn
tw270904636918083584	Recent Top Stories: Trippy World’s Fair Structures Are Relics of Forgotten Utopias http://t.co/X6ebCHI8
tw271344102874959872	The Onion's Searing Parody Of Social Media Experts http://t.co/ZUnRXRPW by @ferenstein
tw272205239602524160	200 Jahre Gesellschaft der Musikfreunde in Wien: Stolz ist die Vergangenheit der Gesellschaft der Musikfreunde i... http://t.co/L1OLWVTA
tw270614525122842624	Masters Of The Animated GIF Expand Into Installation Art, With Dinosaurs And Dubstep http://t.co/aGifasNw
tw270783539438579712	JPMorgan Completes Management Overhaul, as Lake Succeeds Braunstein as CFO #MarianneLake #JPMorgan #JPMorganChase http://t.co/BRxjImIt
tw272425715750801409	A fantastic resource: The Definitive Guide to Forms-Based Website Authentication (via StackOverflow) - http://t.co/8NgKuLNz
tw272040401056174080	Hamilton mit Bestzeiten in Brasilien:  http://t.co/ODRlmgg4
tw271653594812518400	Save 30% when you upsize/supersize your portfolio this Black Friday! Promo code: 'blackfriday' http://t.co/DtJullbe
tw271906610950049792	Angriff auf den Süden: Die Vendée-Globe-Teilnehmer überqueren den Äquator. Stamm ist weiterhin im Führungs-Sexte... http://t.co/tvqy2WNb
tw270635269349330945	Dr. Jonathan Clark explains at TEDxUSC his motivation in forming a specialized medical team for Red Bull Stratos http://t.co/AWI11aV6
tw271755687581843457	«Wir sind alle nicht perfekt»: Das Na-Laga'at-Theater in Jaffa ist das einzige Theater weltweit, dessen Schauspi... http://t.co/L73jHM9c
tw271606539641577472	Rebellen setzen Offensive fort:  http://t.co/5Hm3VrNv
tw271626196108857344	Rechtzeitige Vaterschaftsklage nach Exhumierung: Jahrelang hat ein Mann juristisch gekämpft, um zu erfahren, wer... http://t.co/o2UxAD01
tw271169012208132096	Chef von Sicherheitsbehörden in Benghasi getötet:  http://t.co/LQGZiitw
tw271658920194490368	Hands On With The Verizon FiOS Mobile App http://t.co/wjUTVcKL by @sarahintampa
tw271610064517869568	Mobile App Devs Give Out Black Friday Deals, Too: Sourcebits Defers 50% Payment Until You Raise Yo... http://t.co/yf4fIfiJ by @ingridlunden
tw272092935393247232	Auftaktsieg im Mini-Play-off: Zwei Spiele gegen den gleichen Gegner innert 24 Stunden: So lautet das im Moment l... http://t.co/CkaTIzya
tw271653377757294592	Das Jahr null in der Abfahrt: Am Samstag beginnt mit dem Rennen in Lake Louise die Saison der Abfahrer. Nach dem... http://t.co/uikgYjZ2
tw272150204466229248	Black Friday Special: Save 30% on your portfolio upgrades &amp; renewals before Nov 27 http://t.co/9Ba8zhPQ
tw271722251055943680	The Tolkien Estate sues to protect their Precious: http://t.co/IFjEcUzp
tw272251313855807488	Der Skizirkus im Schlosshotel: In den kanadischen Rocky Mountains ist vieles anders. Die Männer fahren auf einer... http://t.co/GSWhL6eY
tw272113779616137216	A Digital Leash For Women: SMS Tracking Of Wives In Saudi Arabia http://t.co/WhaVsPHd by @ferenstein
tw272444867391672321	Google Makes A Pre-Holiday Marketing Push For Chromebooks With New Online, Times Square And Best Buy... http://t.co/bQHQOfOh by @fredericl
tw270851125597569025	Xstrata-Aktionäre entscheiden die Megafusion: In Zug fallen heute Dienstag die Würfel, ob nach längerem Kräfteze... http://t.co/gcejlIYZ
tw271100912121036800	Recent Top Stories:  http://t.co/S3yN0E0b
tw271359559459823617	RT @jim0thy: @smashingmag Interesting point. Will Twitter still be a thing in the years?
tw271899717254914048	47-Jähriger tötet offenbar Frau und Söhne:  http://t.co/y3TnY1bm
tw270829013885390848	Architect wants to create ‘man-made moon’ http://t.co/7y4JrnW6
tw272408964883419136	Richter kritisieren Mursis Machtausdehnung: Der Oberste Richterrat Ägyptens hat die selbst verordnete Machtauswe... http://t.co/2XlCv2lk
tw271706127736135680	Turkey-day chemistry! Why do we eat mashed potatoes instead of mashed paper towels? Watch! http://t.co/O7qpMwYc #wiredclassic
tw270987754152808448	Silicon Valley, New York, Tel Aviv: Here are the world's top start-up hubs http://t.co/wqqaf20s | from @mlcwong
tw271229360604852225	RT @avongunten: It’s Not Just HP And Autonomy, The Enterprise Software Space Is A Giant Stinking Mess | TechCrunch http://t.co/aDPzeVRx
tw271704699315580928	"In the Studio," MkII's Ron Palmeri Puts His Own Spin On The VC Model http://t.co/TFsAd8Mw by @semil
tw270593324266688512	Bern will verhindern, dass Brüssel die Türe zuschlägt: In wenigen Wochen wird die EU der Schweiz mitteilen, ob s... http://t.co/6g0dnGfL
tw270780530000281600	Vanuatu droht Instabilität:  http://t.co/WONnQcvr
tw271676103813386240	A Guide For Mobile Game Developers To Survive The Holiday Season Rush http://t.co/YqzHbFdn
tw271085808155500544	Love this picture of the Curiousity rover on Mars. Landscape looks just like the California desert. http://t.co/02GDasae
tw272067514903699456	World of Shopcraft: Hang on to the Black Friday high all year long. http://t.co/DnTc1IZy
tw271360845232087040	Cassandra Application Performance Management With Request Tracing • myNoSQL http://t.co/rzuGLNAM, see more http://t.co/jvFsguct
tw271982632156401664	11 Things That Happened This Day In History - 23rd November #onthisday #inhistory #news #events #headlines http://t.co/m5w2WOMV
tw270622959289389056	Wi-fi light switches? Yes, please. #hellospark http://t.co/VygAdBOR
tw270660429620064257	RT @mashable: Opera Web Browser Thrives in Europe’s Last Dictatorship via @quartznews http://t.co/D0eYuYqr
tw270928087196246016	RT @Jason_Healey: Taliban spokesperson reveals everyone on his mailing list, mistakenly CCs rather than BCCs: http://t.co/Pa320BEb, via  ...
tw271530785440415744	Keine Gebühren für Hintergrundmusik: Für Hintergrundmusik in Hotel- und Spitalzimmern sowie in Ferienwohnungen d... http://t.co/HsKFbr0O
tw271931429854781440	Useful: Easy Fixes to Common Accessibility Problems - http://t.co/uPmS7qYr
tw271730275380248577	Daniel Albrecht im Spital: Der Kombinationsweltmeister von 2007 stürzt im Abfahrtstraining von Lake Louise wird ... http://t.co/44UYWsE4
tw271014035368050689	"Oh don't worry, the unprotected data is only accessible via an IP address so Google won't index it therefore it's secure". Alrighty then...
tw272393344854917121	Fünf Tore der Bayern gegen Hannover: Bundesliga-Leader FC Bayern München feiert in der 13. Runde einen 5:0-Sieg ... http://t.co/X3PkLaDC
tw271942640096903168	Mehr schwere Gewalttaten in den eigenen vier Wänden: Die Zahl von Fällen häuslicher Gewalt hat in den letzten dr... http://t.co/GskLqIq8
tw270615796110200832	Last day to enter - TechCrunch Giveaway: iRobot Roomba 650. Get Clean For The Holidays #TechCrunch http://t.co/BNvEGRCz by @elinblesener
tw271338163396562944	HTC Droid DNA Review: Verizon's Best Droid Yet Isn't For Everyone http://t.co/LTlQOCPO by @chrisvelazco
tw271982633397927936	Olam Sues Muddy Waters and Founder After Accounting Questions #muddywaters #OlamInternational http://t.co/GMtfjbTH
tw271964599144824832	Protest gegen Mursi und Muslimbrüder:  http://t.co/5E6rz1BN
tw271870948251168768	Recent Top Stories: Video: Battlestar Galactica: Blood &amp; Chrome Drops Us in Middle of Cylon War http://t.co/hynuiL7U
tw270607419443404801	AMD refutes Kaveri cancelation rumor, claims 'big cores' still a priority http://t.co/rTdHiRy4
tw270840374413623296	Wantster, Canada's Answer To Fancy, Picks Up $4M From Radio Station Owners Evanov Communications http://t.co/ql4I4DKm by @ingridlunden
tw271912824337481729	Mit lediglich 21 anstatt der erforderlichen 35 Ja-Stimmen erlitt das deutsch-schweizerische Steuerabkommen Schiffbruch. http://t.co/mZ6npDEg
tw270644669761867776	A Shape-Shifting, Heat-Sensitive Metal Lets Buildings Breathe http://t.co/2cklNpip
tw272249751590797312	Well this is some totally bloody awesome HTML 5 work: http://t.co/uez3nwZS
tw271887854341345280	Vom Küken zur Legehenne und zurück: Wie aus dem Provinzmädchen Laure Manaudou ein Star der Hochglanzmagazine wur... http://t.co/XQFyjRNw
tw270959149754503168	Sweden’s Open-Source Music Festival Lets Fans Vet Its Branding http://t.co/pfcPTpv5
tw271577277068890112	RT @camdenhauge: a literal pie chart for #Thanksgiving: http://t.co/SJGI0H30
tw271190470422573057	Di Matteo nicht mehr Chelsea-Trainer:  http://t.co/p93jRziM
tw271263809358946306	On SmashingMag: Adding A Personal Touch To Your Web Design - http://t.co/25WSXhqc by @SabinaIdler
tw271545509083246593	Blackout im NZZ-Gebäude. Gestern sind an der Falkenstrasse für ein paar Stunden die Lichter ausgegangen. http://t.co/6EwYH0vH
tw271776382915321856	Brainwave-controlled helicopter lands on @Kickstarter: http://t.co/GJI89yIX
tw271921911401938944	Sarkozy kann sich Ermittlungen vorerst entziehen: Mit dem Verzicht auf ein Ermittlungsverfahren bleibt Nicolas S... http://t.co/s5plNDvB
tw271845498829299712	Deutsche Boss Says Being A Banker Still A Conversation Killer #AnshuJain #DeutscheBank #banking http://t.co/dortSibe
tw270833973536645120	Need Some Vacation Inspiration? Minube Brings Its Social Travel Wares To The UK, U.S. http://t.co/Pv7GQ7ve by @sohear
tw272276642192306176	Oklahoma City verliert in Boston: Zum vierten Mal in der laufenden NBA-Saison musste sich Oklahoma City geschlag... http://t.co/3xWFRKPS
tw270835472815755264	U.K.'s First 4G Network Starts Selling Delayed 12-Month SIM-Only Tariffs Online http://t.co/7Gn34vjo by @riptari
tw270980721835909121	A “Nature” Photographer’s Allegorical Tall Tales http://t.co/aijuRvvh
tw271211451526574082	China Is Now Angry Birds' Biggest Market By Daily Users Says Rovio At Slush http://t.co/S8cxErlE by @mikebutcher
tw271345130173259776	RT @TremulantDesign: Great to see #Sizzle7 Mo Sista @Rosaglover6 on the official @MovemberUK blog! http://t.co/pkDstaE4
tw272357073239547905	Wichtigsten Einkaufstag des Jahres gestört: Angestellte der weltgrössten Detailhandelskette, Walmart, in den USA... http://t.co/7NaPUxgn
tw270889475561889792	Jet-Set Meets Tech Set: Enter for a chance to win WIRED Insider travel tech + a 2-night stay at @AloftHotels here: http://t.co/Fh7IzVNb
tw271273297663098881	Large typography isn't the trend; it's a necessity. The "Responsive" design will be 99.9% typography by @welcomebrand - http://t.co/MD2EiiK3
tw272387392927842307	Recommended: The Great Courses "Art of War" Class: I really enjoyed this 6 lesson @thegreatcourses class by Prof Wilson http://t.co/ciupP35B
tw272208942652862464	Gemeinden verzichten auf BVK-Sammelklage: Bruno Walliser krebst zurück: Der Ruf des Volketswiler SVP-Gemeindeprä... http://t.co/GW09GTa6
tw270618751815270400	Love this project: a social network helps those newly-released from prison make connections with potential employers http://t.co/2vNefbbt
tw270890882142699520	Apple Patents A System-Wide Event-Tracking And Geotagging System For iOS Devices http://t.co/4UikI79S by @drizzled
tw271323580325834753	Verfahren gegen Adriano: Die Uefa leitet nach der Unsportlichkeit von Luiz Adriano ein Disziplinarverfahren gege... http://t.co/d7wXjOzd
tw271974214687391744	Wanted - Top Firm Seeks Older Women, Boss Accused Of 'Chickening Out' #deutschebank #AnshuJain #banking http://t.co/g2VdbYOT
tw270911332071665664	Eilmeldung: #Xstrata -Aktionäre stimmen für Fusion mit #Glencore http://t.co/wacURMg3
tw271555634888065024	Let's just embrace it and use what works best for our projects. It's not very helpful to keep bashing one technique or another.
tw272375194360893440	Ammann nicht ganz bei den Besten: Simon Ammann ist in Lillehammer mit einem 13. Rang von der Normalschanze in di... http://t.co/wZbKzcaP
